"NTEE","NTEE2","level1","level2","level3","level4","level5","level1.label","level2.label","level3.label","level4.label","level5.label","keywords"
"A1163","ART-A63-MS","ART","Axx","A6x","A63","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Dance organizations that create and/or perform primarily ballet.","Monetary Support - Single Organization",NA
"A1165","ART-A65-MS","ART","Axx","A6x","A65","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations whose primary activity is the production of plays. (Organizations that present the productions of others should be classified as presenters. (A61)","Monetary Support - Single Organization",NA
"A1168","ART-A68-MS","ART","Axx","A6x","A68","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations whose primary activity is the production of musical events, including concert series and music festivals.","Monetary Support - Single Organization",NA
"A1169","ART-A69-MS","ART","Axx","A6x","A69","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations whose primary activity is the operation of a symphony <p> orchestra including youth symphonies.","Monetary Support - Single Organization",NA
"A116B","ART-A6B-MS","ART","Axx","A6x","A6B","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations whose primary activity is the production of concerts including barbershop singing groups, glee clubs/choir groups, childrens choirs and other singing ensembles.","Monetary Support - Single Organization",NA
"A116C","ART-A6C-MS","ART","Axx","A6x","A6C","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations that produce music not specifically covered by another category including marching bands, jazz groups, chamber music groups, blues, country music, ethnic music (e.g., Brazilian, Celtic, Afro-pop, etc.), folk music, rhythm and blues.","Monetary Support - Single Organization",NA
"A116E","ART-A6E-MS","ART","Axx","A6x","A6E","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations that offer classes in the performing arts but do not confer academic degrees.","Monetary Support - Single Organization",NA
"A1170","ART-A70-MS","ART","Axx","A7x","A70","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations that promote the study, teaching, or appreciation of the humanities (archaeology, art history, history, modern and classical languages, philosophy and ethics, and theology and comparative religion).","Monetary Support - Single Organization",NA
"A1180","ART-A80-MS","ART","Axx","A8x","A80","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations that promote awareness of and appreciation for history and historical artifacts. Use this code for organizations that are not specified below.","Monetary Support - Single Organization",NA
"A1182","ART-A82-MS","ART","Axx","A8x","A82","MS","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to a sinlge organization in arts, culture & humanities.","Organizations that interpret, collect and preserve the historical heritage of a specific geographic location.","Monetary Support - Single Organization",NA
"A12","ART-A00-MM","ART","Axx","A0x","A00","MM","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to multiple organizations in arts, culture & humanities.","Providing monetary support to multiple organizations in arts, culture & humanities.","Monetary Support - Multiple Organizations",""
"A1220","ART-A20-MM","ART","Axx","A2x","A20","MM","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to multiple organizations in arts, culture & humanities.","Organizations that promote, produce or provide access to a variety of arts experiences encompassing the visual, media or performing arts.","Monetary Support - Multiple Organizations",NA
"A1223","ART-A23-MM","ART","Axx","A2x","A23","MM","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to multiple organizations in arts, culture & humanities.","Organizations that promote artistic expression within a particular ethnic community; work for the preservation and promotion of the traditions, values and lifestyles of different cultural groups; organize activities and events which promote cultural exchange locally or nationally; and encourage understanding and respect for different cultural heritages among the youthful members of the group as well as the mainstream population.","Monetary Support - Multiple Organizations",NA
"A1224","ART-A24-MM","ART","Axx","A2x","A24","MM","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to multiple organizations in arts, culture & humanities.","Organizations that produce, promote and disseminate information on traditional music, dance, theater or folklore of various cultures and organizations that perform, present and support folk art in a specific region.","Monetary Support - Multiple Organizations",NA
"A1230","ART-A30-MM","ART","Axx","A3x","A30","MM","Arts, Culture & Humanities","Arts, Culture & Humanities","Providing monetary support to multiple organizations in arts, culture & humanities.","Organizations that are involved in publishing, productions or programming utilizing any of a variety of media or in educational programs related to the media. Use this code for organizations involved in productions in different types of media or for those using types of media not specified below.","Monetary Support - Multiple Organizations",NA
